time,windspeed_x,windspeed_y,windspeed_z,static_pressure,temperature_celsius,atmospheric_pressure_hPa
10.105358123779297,0.4,-0.32,4.06,0.38,29.57,998.94
10.110505104064941,0.28,-0.26,4.22,0.26,29.57,998.94
10.11534595489502,0.43,-0.29,4.16,0.37,29.57,998.94
10.120410919189453,0.33,-0.43,4.16,0.35,29.57,998.94
10.125324010848999,0.43,-0.29,4.11,0.32,29.57,998.94
10.13042402267456,0.4,-0.29,3.95,0.25,29.57,998.94
10.135390043258667,0.28,-0.39,4.13,0.32,29.57,998.94
10.140446901321411,0.18,-0.23,4.29,0.28,29.57,998.94
10.145378112792969,0.29,-0.21,4.14,0.38,29.57,998.94
10.150357961654663,0.14,-0.29,4.12,0.17,29.57,998.94
10.155449867248535,0.31,-0.27,4.33,0.03,29.57,998.94
10.160407066345215,0.44,-0.3,4.36,0.24,29.57,998.94
10.165399074554443,0.37,-0.51,4.31,0.36,29.57,998.94
10.170230150222778,0.47,-0.42,4.32,0.29,29.57,998.94
10.175502061843872,0.43,-0.48,4.22,0.28,29.57,998.94
10.18036699295044,0.36,-0.53,4.14,0.28,29.57,998.94
10.185159921646118,0.36,-0.33,4.27,0.16,29.57,998.94
10.190422058105469,0.46,-0.28,4.24,0.17,29.57,998.94
10.195394039154053,0.53,-0.03,4.0,0.27,29.57,998.94
10.200403928756714,0.23,-0.12,4.12,0.26,29.57,998.94
10.20542287826538,0.21,-0.15,4.16,0.39,29.57,998.94
10.210361003875732,-0.04,-0.2,4.1,0.29,29.57,998.94
10.215312004089355,0.07,-0.2,3.95,0.17,29.57,998.94
10.220302820205688,0.03,-0.48,3.96,0.29,29.57,998.94
10.225369215011597,0.32,-0.64,3.97,0.45,29.57,998.94
10.230098962783813,0.47,-0.45,4.1,0.38,29.57,998.94
10.235265970230103,0.24,-0.38,4.11,0.19,29.57,998.94
10.240371942520142,0.24,-0.32,4.13,0.26,29.57,998.94
10.245362043380737,0.35,-0.38,3.98,0.38,29.57,998.94
10.250502824783325,0.13,-0.62,4.13,0.23,29.57,998.94
10.255399942398071,0.01,-0.61,3.93,0.38,29.57,998.94
10.260343074798584,0.04,-0.38,3.88,0.38,29.57,998.94
10.265374898910522,0.33,-0.39,3.84,0.38,29.57,998.94
10.27036190032959,0.55,-0.32,3.83,0.51,29.57,998.94
10.275363206863403,0.62,-0.15,3.86,0.44,29.57,998.94
10.28050684928894,0.2,-0.41,4.07,0.22,29.57,998.94
10.285353899002075,0.2,-0.17,3.95,0.43,29.57,998.94
10.290406942367554,0.34,-0.34,3.95,0.38,29.57,998.94
10.295377016067505,0.21,-0.46,3.94,0.28,29.57,998.94
